Date,Time,Acc. Corrected  Meter Reading (Sm3),Consumption (mmBtu),Consumption (Sm3),Calorific Value (MJ/Sm3),Consumption (m3),Acc. Uncorrected Meter Reading (m3),Pressure (kPa),Temperature (°C),Conversion Factor,Contractual Conversion Factor,Z Factor
09/06/2022,5,"340,476.0000",31.7932,840.0000,.037849,356.0000,"3,015,361.0000",138.11,16.30,364.9376,1.0000,.4245
09/06/2022,6,"341,414.0000",35.5024,938.0000,.037849,398.0000,"3,015,759.0000",137.79,16.07,300.0084,1.0000,.4190
09/06/2022,7,"342,239.0000",31.2254,825.0000,.037849,349.0000,"3,016,108.0000",138.29,16.27,337.3975,1.0000,.4248
09/06/2022,8,"343,169.0000",35.1996,930.0000,.037849,395.0000,"3,016,503.0000",137.64,16.15,480.0025,1.0000,.4246
09/06/2022,9,"344,051.0000",33.3828,882.0000,.037849,375.0000,"3,016,878.0000",137.73,16.77,354.1020,1.0000,.4264
09/06/2022,10,"344,802.0000",28.4246,751.0000,.037849,319.0000,"3,017,197.0000",138.74,17.65,472.0997,1.0000,.4259
09/06/2022,11,"345,597.0000",30.0900,795.0000,.037849,338.0000,"3,017,535.0000",138.12,17.43,299.2915,1.0000,.4243
09/06/2022,12,"346,286.0000",26.0780,689.0000,.037849,292.0000,"3,017,827.0000",139.38,17.92,277.7881,1.0000,.4236
09/06/2022,13,"347,044.0000",28.6895,758.0000,.037849,323.0000,"3,018,150.0000",138.21,17.74,281.8248,1.0000,.4257
09/06/2022,14,"347,780.0000",27.8569,736.0000,.037849,313.0000,"3,018,463.0000",138.43,17.81,300.2384,1.0000,.4258
09/06/2022,15,"348,574.0000",30.0521,794.0000,.037849,338.0000,"3,018,801.0000",138.21,17.78,342.5862,1.0000,.4262
09/06/2022,16,"349,361.0000",29.7872,787.0000,.037849,335.0000,"3,019,136.0000",138.07,17.59,381.8209,1.0000,.4260
09/06/2022,17,"350,188.0000",31.3011,827.0000,.037849,352.0000,"3,019,488.0000",138.00,17.17,387.5686,1.0000,.4257
09/06/2022,18,"350,930.0000",28.0840,742.0000,.037849,314.0000,"3,019,802.0000",139.12,17.12,307.1256,1.0000,.4239
09/06/2022,19,"351,637.0000",26.7592,707.0000,.037849,298.0000,"3,020,100.0000",139.91,17.04,291.2284,1.0000,.4221
09/06/2022,20,"352,411.0000",29.2951,774.0000,.037849,328.0000,"3,020,428.0000",138.64,16.90,305.8973,1.0000,.4234
09/06/2022,21,"353,298.0000",33.5721,887.0000,.037849,376.0000,"3,020,804.0000",137.86,16.24,393.7442,1.0000,.4247
09/06/2022,22,"354,205.0000",34.3290,907.0000,.037849,385.0000,"3,021,189.0000",137.71,16.06,362.2682,1.0000,.4244
09/06/2022,23,"355,149.0000",35.7295,944.0000,.037849,400.0000,"3,021,589.0000",137.80,16.08,376.2394,1.0000,.4194
10/06/2022,0,"356,118.0000",36.6757,969.0000,.037849,411.0000,"3,022,000.0000",137.73,15.95,443.0842,1.0000,.4239
10/06/2022,1,"357,035.0000",34.7075,917.0000,.037849,388.0000,"3,022,388.0000",137.96,15.82,353.2690,1.0000,.4234
10/06/2022,2,"357,972.0000",35.4645,937.0000,.037849,397.0000,"3,022,785.0000",137.85,15.94,353.2679,1.0000,.4233
10/06/2022,3,"358,801.0000",31.3768,829.0000,.037849,351.0000,"3,023,136.0000",138.34,16.08,360.2820,1.0000,.4247
10/06/2022,4,"359,684.0000",33.4207,883.0000,.037849,374.0000,"3,023,510.0000",137.95,16.08,483.5736,1.0000,.4240
10/06/2022,5,"360,642.0000",36.2593,958.0000,.037849,406.0000,"3,023,916.0000",137.76,15.97,464.4342,1.0000,.4242
10/06/2022,6,"361,566.0000",34.9725,924.0000,.037849,392.0000,"3,024,308.0000",137.69,15.93,436.3636,1.0000,.4240
10/06/2022,7,"362,557.0000",37.5084,991.0000,.037849,420.0000,"3,024,728.0000",137.56,15.70,393.7564,1.0000,.4239
10/06/2022,8,"363,526.0000",36.6757,969.0000,.037849,411.0000,"3,025,139.0000",137.52,15.99,406.4429,1.0000,.4244
10/06/2022,9,"364,476.0000",35.9566,950.0000,.037849,404.0000,"3,025,543.0000",137.50,16.52,429.8343,1.0000,.4258
10/06/2022,10,"365,396.0000",34.8211,920.0000,.037849,392.0000,"3,025,935.0000",137.48,17.10,337.4995,1.0000,.4266
10/06/2022,11,"366,400.0000",38.0004,"1,004.0000",.037849,428.0000,"3,026,363.0000",137.30,16.82,436.3555,1.0000,.4255
10/06/2022,12,"367,408.0000",38.1518,"1,008.0000",.037849,429.0000,"3,026,792.0000",137.34,16.76,535.4175,1.0000,.4253
10/06/2022,13,"368,354.0000",35.8052,946.0000,.037849,403.0000,"3,027,195.0000",137.45,17.04,359.9957,1.0000,.4264
10/06/2022,14,"369,295.0000",35.6159,941.0000,.037849,401.0000,"3,027,596.0000",137.59,17.10,343.2401,1.0000,.4269
10/06/2022,15,"370,247.0000",36.0322,952.0000,.037849,406.0000,"3,028,002.0000",137.46,17.48,387.5726,1.0000,.4269
10/06/2022,16,"371,137.0000",33.6856,890.0000,.037849,380.0000,"3,028,382.0000",137.58,17.63,338.0281,1.0000,.4272
10/06/2022,17,"372,070.0000",35.3131,933.0000,.037849,398.0000,"3,028,780.0000",137.44,17.58,370.5800,1.0000,.4267
10/06/2022,18,"372,914.0000",31.9446,844.0000,.037849,360.0000,"3,029,140.0000",137.83,17.55,365.2248,1.0000,.4266
10/06/2022,19,"373,789.0000",33.1179,875.0000,.037849,372.0000,"3,029,512.0000",137.77,16.98,374.9417,1.0000,.4241
10/06/2022,20,"374,624.0000",31.6039,835.0000,.037849,354.0000,"3,029,866.0000",138.36,16.55,325.6823,1.0000,.4251
10/06/2022,21,"375,465.0000",31.8310,841.0000,.037849,356.0000,"3,030,222.0000",138.30,16.41,381.8244,1.0000,.4249
10/06/2022,22,"376,391.0000",35.0482,926.0000,.037849,393.0000,"3,030,615.0000",137.66,16.20,381.5261,1.0000,.4244
10/06/2022,23,"377,325.0000",35.3510,934.0000,.037849,397.0000,"3,031,012.0000",137.57,16.25,429.8450,1.0000,.4247
11/06/2022,0,"378,252.0000",35.0860,927.0000,.037849,394.0000,"3,031,406.0000",137.56,16.47,381.8205,1.0000,.4256
11/06/2022,1,"379,156.0000",34.2155,904.0000,.037849,384.0000,"3,031,790.0000",137.66,16.72,393.7404,1.0000,.4255
11/06/2022,2,"380,109.0000",36.0701,953.0000,.037849,405.0000,"3,032,195.0000",137.66,16.51,365.5065,1.0000,.4255
11/06/2022,3,"380,960.0000",32.2095,851.0000,.037849,362.0000,"3,032,557.0000",137.82,16.92,360.0026,1.0000,.4250
11/06/2022,4,"381,891.0000",35.2374,931.0000,.037849,395.0000,"3,032,952.0000",137.73,16.17,375.8281,1.0000,.4241
11/06/2022,5,"382,734.0000",31.9067,843.0000,.037849,357.0000,"3,033,309.0000",138.30,16.27,355.7603,1.0000,.4235
11/06/2022,6,"383,628.0000",33.8370,894.0000,.037849,379.0000,"3,033,688.0000",137.90,16.34,352.8190,1.0000,.4230
11/06/2022,7,"384,515.0000",33.5721,887.0000,.037849,376.0000,"3,034,064.0000",138.05,16.18,370.5832,1.0000,.4245
11/06/2022,8,"385,311.0000",30.1278,796.0000,.037849,336.0000,"3,034,400.0000",139.16,16.38,381.8182,1.0000,.4252
11/06/2022,9,"386,208.0000",33.9506,897.0000,.037849,381.0000,"3,034,781.0000",137.79,16.62,376.1195,1.0000,.4257
11/06/2022,10,"387,210.0000",37.9247,"1,002.0000",.037849,427.0000,"3,035,208.0000",137.45,16.96,506.2428,1.0000,.4261
11/06/2022,11,"388,247.0000",39.2494,"1,037.0000",.037849,442.0000,"3,035,650.0000",137.22,16.94,381.9302,1.0000,.4263
11/06/2022,12,"389,186.0000",35.5402,939.0000,.037849,400.0000,"3,036,050.0000",137.51,17.05,406.4834,1.0000,.4263
11/06/2022,13,"390,039.0000",32.2852,853.0000,.037849,364.0000,"3,036,414.0000",137.60,17.68,360.0017,1.0000,.4271
11/06/2022,14,"390,982.0000",35.6916,943.0000,.037849,402.0000,"3,036,816.0000",137.53,17.33,400.0299,1.0000,.4266
11/06/2022,15,"391,891.0000",34.4047,909.0000,.037849,388.0000,"3,037,204.0000",137.49,17.59,376.1213,1.0000,.4272
11/06/2022,16,"392,806.0000",34.6318,915.0000,.037849,390.0000,"3,037,594.0000",137.53,17.32,393.7569,1.0000,.4259
11/06/2022,17,"393,680.0000",33.0800,874.0000,.037849,372.0000,"3,037,966.0000",137.81,17.08,354.1011,1.0000,.4265
11/06/2022,18,"394,508.0000",31.3390,828.0000,.037849,352.0000,"3,038,318.0000",138.23,17.32,324.9916,1.0000,.4212
11/06/2022,19,"395,298.0000",29.9007,790.0000,.037849,335.0000,"3,038,653.0000",138.76,17.38,375.5240,1.0000,.4252
11/06/2022,20,"396,166.0000",32.8529,868.0000,.037849,369.0000,"3,039,022.0000",137.74,16.80,345.8245,1.0000,.4252
11/06/2022,21,"397,011.0000",31.9824,845.0000,.037849,359.0000,"3,039,381.0000",137.99,16.81,350.2974,1.0000,.4248
11/06/2022,22,"397,845.0000",31.5661,834.0000,.037849,354.0000,"3,039,735.0000",138.32,17.02,338.0244,1.0000,.4259
11/06/2022,23,"398,692.0000",32.0581,847.0000,.037849,360.0000,"3,040,095.0000",137.93,16.95,381.9080,1.0000,.4261
12/06/2022,0,"399,614.0000",34.8968,922.0000,.037849,392.0000,"3,040,487.0000",137.56,16.71,393.7527,1.0000,.4250
12/06/2022,1,"400,557.0000",35.6916,943.0000,.037849,401.0000,"3,040,888.0000",137.57,16.54,387.7008,1.0000,.4250
12/06/2022,2,"401,436.0000",33.2693,879.0000,.037849,373.0000,"3,041,261.0000",138.05,16.40,381.8201,1.0000,.4253
12/06/2022,3,"402,385.0000",35.9187,949.0000,.037849,403.0000,"3,041,664.0000",137.64,16.42,381.8178,1.0000,.4251
12/06/2022,4,"403,333.0000",35.8809,948.0000,.037849,403.0000,"3,042,067.0000",137.60,16.71,419.9430,1.0000,.4251
12/06/2022,5,"404,218.0000",33.4964,885.0000,.037849,376.0000,"3,042,443.0000",137.94,16.59,365.2222,1.0000,.4257
12/06/2022,6,"405,030.0000",30.7334,812.0000,.037849,343.0000,"3,042,786.0000",139.18,16.77,304.7056,1.0000,.4209
12/06/2022,7,"405,669.0000",24.1855,639.0000,.037849,269.0000,"3,043,055.0000",140.51,17.07,268.6599,1.0000,.4205
12/06/2022,8,"406,283.0000",23.2393,614.0000,.037849,258.0000,"3,043,313.0000",140.51,17.09,260.8643,1.0000,.4208
12/06/2022,9,"406,938.0000",24.7911,655.0000,.037849,276.0000,"3,043,589.0000",140.37,17.15,272.7265,1.0000,.4212
12/06/2022,10,"407,648.0000",26.8728,710.0000,.037849,301.0000,"3,043,890.0000",139.21,17.73,317.8961,1.0000,.4259
12/06/2022,11,"408,388.0000",28.0083,740.0000,.037849,314.0000,"3,044,204.0000",138.97,17.77,300.2323,1.0000,.4224
12/06/2022,12,"409,067.0000",25.6995,679.0000,.037849,287.0000,"3,044,491.0000",140.19,18.04,276.9179,1.0000,.4222
12/06/2022,13,"409,690.0000",23.5799,623.0000,.037849,263.0000,"3,044,754.0000",140.45,17.94,264.7046,1.0000,.4219
12/06/2022,14,"410,297.0000",22.9743,607.0000,.037849,256.0000,"3,045,010.0000",140.46,18.02,253.5195,1.0000,.4225
12/06/2022,15,"410,919.0000",23.5421,622.0000,.037849,263.0000,"3,045,273.0000",140.38,17.98,249.9979,1.0000,.4219
12/06/2022,16,"411,552.0000",23.9584,633.0000,.037849,267.0000,"3,045,540.0000",140.41,17.76,268.6108,1.0000,.4217
12/06/2022,17,"412,185.0000",23.9584,633.0000,.037849,267.0000,"3,045,807.0000",140.41,17.79,264.7054,1.0000,.4221
12/06/2022,18,"412,888.0000",26.6078,703.0000,.037849,298.0000,"3,046,105.0000",139.29,17.75,303.7513,1.0000,.4244
12/06/2022,19,"413,628.0000",28.0083,740.0000,.037849,313.0000,"3,046,418.0000",139.22,17.26,290.5464,1.0000,.4213
12/06/2022,20,"414,332.0000",26.6457,704.0000,.037849,297.0000,"3,046,715.0000",139.94,17.19,300.7005,1.0000,.4246
12/06/2022,21,"415,092.0000",28.7652,760.0000,.037849,322.0000,"3,047,037.0000",138.75,16.88,272.7288,1.0000,.4204
12/06/2022,22,"415,867.0000",29.3330,775.0000,.037849,328.0000,"3,047,365.0000",138.66,16.66,348.9290,1.0000,.4250
12/06/2022,23,"416,692.0000",31.2254,825.0000,.037849,350.0000,"3,047,715.0000",138.03,16.46,365.2146,1.0000,.4250
13/06/2022,0,"417,623.0000",35.2374,931.0000,.037849,395.0000,"3,048,110.0000",137.62,16.10,393.7524,1.0000,.4247
13/06/2022,1,"418,572.0000",35.9187,949.0000,.037849,403.0000,"3,048,513.0000",137.58,16.23,514.2220,1.0000,.4247
13/06/2022,2,"419,523.0000",35.9944,951.0000,.037849,404.0000,"3,048,917.0000",137.56,16.42,387.7009,1.0000,.4253
13/06/2022,3,"420,405.0000",33.3828,882.0000,.037849,375.0000,"3,049,292.0000",137.64,16.56,381.8108,1.0000,.4257
13/06/2022,4,"421,365.0000",36.3350,960.0000,.037849,408.0000,"3,049,700.0000",137.55,16.61,412.1386,1.0000,.4240
13/06/2022,5,"422,229.0000",32.7015,864.0000,.037849,366.0000,"3,050,066.0000",138.19,16.22,344.7346,1.0000,.4219
13/06/2022,6,"423,096.0000",32.8151,867.0000,.037849,368.0000,"3,050,434.0000",137.90,16.41,354.4950,1.0000,.4235
13/06/2022,7,"423,934.0000",31.7175,838.0000,.037849,355.0000,"3,050,789.0000",138.22,16.45,393.7527,1.0000,.4247
13/06/2022,8,"424,840.0000",34.2912,906.0000,.037849,385.0000,"3,051,174.0000",137.56,16.25,387.7006,1.0000,.4246
13/06/2022,9,"425,713.0000",33.0422,873.0000,.037849,370.0000,"3,051,544.0000",137.80,16.09,381.8236,1.0000,.4253
13/06/2022,10,"426,609.0000",33.9127,896.0000,.037849,381.0000,"3,051,925.0000",137.54,16.43,400.0085,1.0000,.4253
13/06/2022,11,"427,611.0000",37.9247,"1,002.0000",.037849,426.0000,"3,052,351.0000",137.31,16.35,419.9949,1.0000,.4251
13/06/2022,12,"428,553.0000",35.6538,942.0000,.037849,401.0000,"3,052,752.0000",137.44,16.65,370.8846,1.0000,.4259
13/06/2022,13,"429,408.0000",32.3609,855.0000,.037849,364.0000,"3,053,116.0000",137.60,17.01,354.3756,1.0000,.4265
13/06/2022,14,"430,257.0000",32.1338,849.0000,.037849,362.0000,"3,053,478.0000",137.54,17.41,413.1193,1.0000,.4264
13/06/2022,15,"431,154.0000",33.9506,897.0000,.037849,382.0000,"3,053,860.0000",137.53,16.96,347.8394,1.0000,.4253
13/06/2022,16,"431,983.0000",31.3768,829.0000,.037849,352.0000,"3,054,212.0000",137.89,16.78,360.0068,1.0000,.4252
13/06/2022,17,"432,859.0000",33.1557,876.0000,.037849,373.0000,"3,054,585.0000",137.52,16.79,354.0953,1.0000,.4261
13/06/2022,18,"433,749.0000",33.6856,890.0000,.037849,379.0000,"3,054,964.0000",137.54,17.01,347.5772,1.0000,.4228
13/06/2022,19,"434,671.0000",34.8968,922.0000,.037849,392.0000,"3,055,356.0000",137.53,16.65,352.4331,1.0000,.4232
13/06/2022,20,"435,537.0000",32.7772,866.0000,.037849,368.0000,"3,055,724.0000",137.70,16.58,346.4843,1.0000,.4220
13/06/2022,21,"436,402.0000",32.7394,865.0000,.037849,368.0000,"3,056,092.0000",137.59,16.84,376.4160,1.0000,.4256
13/06/2022,22,"437,302.0000",34.0641,900.0000,.037849,383.0000,"3,056,475.0000",137.55,16.57,370.5892,1.0000,.4251
13/06/2022,23,"438,146.0000",31.9446,844.0000,.037849,358.0000,"3,056,833.0000",137.94,16.42,375.2299,1.0000,.4237
14/06/2022,0,"439,054.0000",34.3669,908.0000,.037849,385.0000,"3,057,218.0000",137.74,16.00,364.9348,1.0000,.4234
14/06/2022,1,"440,033.0000",37.0542,979.0000,.037849,415.0000,"3,057,633.0000",137.57,15.75,472.1419,1.0000,.4239
14/06/2022,2,"441,051.0000",38.5303,"1,018.0000",.037849,431.0000,"3,058,064.0000",137.62,15.59,443.0762,1.0000,.4236
14/06/2022,3,"441,977.0000",35.0482,926.0000,.037849,392.0000,"3,058,456.0000",137.97,15.64,394.6813,1.0000,.4241
14/06/2022,4,"442,868.0000",33.7235,891.0000,.037849,377.0000,"3,058,833.0000",138.12,15.80,419.8618,1.0000,.4239
14/06/2022,5,"443,761.0000",33.7992,893.0000,.037849,378.0000,"3,059,211.0000",137.92,15.80,419.9932,1.0000,.4241
14/06/2022,6,"444,627.0000",32.7772,866.0000,.037849,366.0000,"3,059,577.0000",138.25,15.88,376.4192,1.0000,.4243
14/06/2022,7,"445,603.0000",36.9406,976.0000,.037849,414.0000,"3,059,991.0000",137.63,15.76,450.0064,1.0000,.4241
14/06/2022,8,"446,574.0000",36.7514,971.0000,.037849,411.0000,"3,060,402.0000",137.69,15.67,375.5302,1.0000,.4234
14/06/2022,9,"447,530.0000",36.1836,956.0000,.037849,406.0000,"3,060,808.0000",137.55,16.11,381.8201,1.0000,.4253
14/06/2022,10,"448,474.0000",35.7295,944.0000,.037849,401.0000,"3,061,209.0000",137.62,16.40,381.8340,1.0000,.4251
14/06/2022,11,"449,381.0000",34.3290,907.0000,.037849,386.0000,"3,061,595.0000",137.56,16.78,406.4581,1.0000,.4257
14/06/2022,12,"450,337.0000",36.1836,956.0000,.037849,407.0000,"3,062,002.0000",137.43,16.81,365.2239,1.0000,.4260
14/06/2022,13,"451,171.0000",31.5661,834.0000,.037849,355.0000,"3,062,357.0000",137.93,17.31,322.8951,1.0000,.4267
14/06/2022,14,"451,966.0000",30.0900,795.0000,.037849,339.0000,"3,062,696.0000",137.77,17.64,393.6943,1.0000,.4266
14/06/2022,15,"452,783.0000",30.9226,817.0000,.037849,348.0000,"3,063,044.0000",137.84,17.37,315.2458,1.0000,.4246
14/06/2022,16,"453,642.0000",32.5123,859.0000,.037849,366.0000,"3,063,410.0000",137.59,17.40,400.0043,1.0000,.4262
14/06/2022,17,"454,628.0000",37.3191,986.0000,.037849,420.0000,"3,063,830.0000",137.48,16.87,436.2249,1.0000,.4252
14/06/2022,18,"455,586.0000",36.2593,958.0000,.037849,407.0000,"3,064,237.0000",137.54,16.56,373.7948,1.0000,.4255
14/06/2022,19,"456,365.0000",29.4844,779.0000,.037849,330.0000,"3,064,567.0000",138.83,16.96,342.5847,1.0000,.4257
14/06/2022,20,"457,175.0000",30.6577,810.0000,.037849,344.0000,"3,064,911.0000",138.13,16.97,327.7848,1.0000,.4242
14/06/2022,21,"457,986.0000",30.6955,811.0000,.037849,344.0000,"3,065,255.0000",138.38,16.80,360.0043,1.0000,.4252
14/06/2022,22,"458,947.0000",36.3729,961.0000,.037849,408.0000,"3,065,663.0000",137.54,16.16,382.1143,1.0000,.4247
14/06/2022,23,"459,863.0000",34.6697,916.0000,.037849,389.0000,"3,066,052.0000",137.60,16.20,387.6911,1.0000,.4247
15/06/2022,0,"460,785.0000",34.8968,922.0000,.037849,391.0000,"3,066,443.0000",137.68,16.20,449.9894,1.0000,.4249
15/06/2022,1,"461,705.0000",34.8211,920.0000,.037849,391.0000,"3,066,834.0000",137.70,16.35,345.9831,1.0000,.4219
15/06/2022,2,"462,581.0000",33.1557,876.0000,.037849,371.0000,"3,067,205.0000",138.07,16.30,381.8182,1.0000,.4250
15/06/2022,3,"463,421.0000",31.7932,840.0000,.037849,356.0000,"3,067,561.0000",138.30,16.48,338.3253,1.0000,.4246
15/06/2022,4,"464,336.0000",34.6318,915.0000,.037849,389.0000,"3,067,950.0000",137.74,16.56,413.1199,1.0000,.4246
15/06/2022,5,"465,286.0000",35.9566,950.0000,.037849,403.0000,"3,068,353.0000",137.72,16.13,354.1025,1.0000,.4251
15/06/2022,6,"466,211.0000",35.0103,925.0000,.037849,393.0000,"3,068,746.0000",137.55,16.56,365.5100,1.0000,.4227
15/06/2022,7,"467,085.0000",33.0800,874.0000,.037849,371.0000,"3,069,117.0000",137.92,16.38,381.8232,1.0000,.4250
15/06/2022,8,"468,013.0000",35.1239,928.0000,.037849,394.0000,"3,069,511.0000",137.69,16.49,456.9887,1.0000,.4247
15/06/2022,9,"468,988.0000",36.9028,975.0000,.037849,415.0000,"3,069,926.0000",137.45,16.56,365.2230,1.0000,.4263
15/06/2022,10,"469,959.0000",36.7514,971.0000,.037849,413.0000,"3,070,339.0000",137.48,16.72,360.3947,1.0000,.4253
15/06/2022,11,"471,000.0000",39.4008,"1,041.0000",.037849,443.0000,"3,070,782.0000",137.28,16.50,457.2863,1.0000,.4255
15/06/2022,12,"472,069.0000",40.4606,"1,069.0000",.037849,455.0000,"3,071,237.0000",137.45,16.71,332.9243,1.0000,.4260
15/06/2022,13,"472,970.0000",34.1019,901.0000,.037849,384.0000,"3,071,621.0000",137.50,17.16,376.1245,1.0000,.4263
15/06/2022,14,"473,987.0000",38.4924,"1,017.0000",.037849,433.0000,"3,072,054.0000",137.36,16.91,389.5341,1.0000,.4282
15/06/2022,15,"474,987.0000",37.8490,"1,000.0000",.037849,426.0000,"3,072,480.0000",137.45,16.81,370.5900,1.0000,.4263
15/06/2022,16,"476,003.0000",38.4546,"1,016.0000",.037849,432.0000,"3,072,912.0000",137.50,16.52,387.6931,1.0000,.4256
15/06/2022,17,"477,075.0000",40.5741,"1,072.0000",.037849,456.0000,"3,073,368.0000",137.24,16.33,387.8151,1.0000,.4252
15/06/2022,18,"478,027.0000",36.0322,952.0000,.037849,405.0000,"3,073,773.0000",137.60,16.75,353.5473,1.0000,.4246
15/06/2022,19,"478,972.0000",35.7673,945.0000,.037849,401.0000,"3,074,174.0000",137.62,16.32,381.8170,1.0000,.4247
15/06/2022,20,"479,918.0000",35.8052,946.0000,.037849,402.0000,"3,074,576.0000",137.58,16.20,457.1410,1.0000,.4242
15/06/2022,21,"480,971.0000",39.8550,"1,053.0000",.037849,446.0000,"3,075,022.0000",137.57,15.66,387.7984,1.0000,.4247
15/06/2022,22,"481,890.0000",34.7832,919.0000,.037849,390.0000,"3,075,412.0000",137.80,16.15,423.5277,1.0000,.4243
15/06/2022,23,"482,885.0000",37.6598,995.0000,.037849,422.0000,"3,075,834.0000",137.61,15.92,449.8622,1.0000,.4240
16/06/2022,0,"483,945.0000",40.1199,"1,060.0000",.037849,449.0000,"3,076,283.0000",137.55,15.50,423.5344,1.0000,.4239
16/06/2022,1,"484,882.0000",35.4645,937.0000,.037849,397.0000,"3,076,680.0000",137.63,15.84,345.1264,1.0000,.4242
16/06/2022,2,"485,917.0000",39.1737,"1,035.0000",.037849,439.0000,"3,077,119.0000",137.50,15.73,457.1489,1.0000,.4239
16/06/2022,3,"486,879.0000",36.4107,962.0000,.037849,408.0000,"3,077,527.0000",137.70,15.97,370.6889,1.0000,.4244
16/06/2022,4,"487,912.0000",39.0980,"1,033.0000",.037849,438.0000,"3,077,965.0000",137.64,15.84,479.8549,1.0000,.4243
16/06/2022,5,"488,849.0000",35.4645,937.0000,.037849,397.0000,"3,078,362.0000",137.84,16.04,443.0693,1.0000,.4244
16/06/2022,6,"489,729.0000",33.3071,880.0000,.037849,373.0000,"3,078,735.0000",137.94,16.09,382.1171,1.0000,.4243
16/06/2022,7,"490,699.0000",36.7135,970.0000,.037849,411.0000,"3,079,146.0000",137.69,15.70,406.4465,1.0000,.4244
16/06/2022,8,"491,688.0000",37.4327,989.0000,.037849,419.0000,"3,079,565.0000",137.56,15.76,401.7056,1.0000,.4191
16/06/2022,9,"492,607.0000",34.7832,919.0000,.037849,390.0000,"3,079,955.0000",137.64,16.10,393.7423,1.0000,.4254
16/06/2022,10,"493,539.0000",35.2753,932.0000,.037849,397.0000,"3,080,352.0000",137.49,16.85,514.2900,1.0000,.4252
16/06/2022,11,"494,381.0000",31.8689,842.0000,.037849,358.0000,"3,080,710.0000",137.97,17.12,359.9932,1.0000,.4264
16/06/2022,12,"495,232.0000",32.2095,851.0000,.037849,362.0000,"3,081,072.0000",137.74,17.09,344.2014,1.0000,.4256
16/06/2022,13,"496,241.0000",38.1896,"1,009.0000",.037849,429.0000,"3,081,501.0000",137.48,16.30,457.1423,1.0000,.4241
16/06/2022,14,"497,229.0000",37.3948,988.0000,.037849,419.0000,"3,081,920.0000",137.64,15.89,361.1203,1.0000,.4244
16/06/2022,15,"498,256.0000",38.8709,"1,027.0000",.037849,436.0000,"3,082,356.0000",137.36,15.94,707.9627,1.0000,.4293
16/06/2022,16,"499,329.0000",40.6120,"1,073.0000",.037849,455.0000,"3,082,811.0000",137.33,15.73,393.7460,1.0000,.4243
16/06/2022,17,"500,237.0000",34.3669,908.0000,.037849,386.0000,"3,083,197.0000",137.39,16.05,360.0085,1.0000,.4247
16/06/2022,18,"501,170.0000",35.3131,933.0000,.037849,396.0000,"3,083,593.0000",137.51,16.04,400.0000,1.0000,.4244
16/06/2022,19,"502,148.0000",37.0163,978.0000,.037849,415.0000,"3,084,008.0000",137.42,16.02,359.9975,1.0000,.4242
16/06/2022,20,"503,147.0000",37.8112,999.0000,.037849,424.0000,"3,084,432.0000",137.42,15.72,546.8864,1.0000,.4236
16/06/2022,21,"504,242.0000",41.4447,"1,095.0000",.037849,464.0000,"3,084,896.0000",137.48,15.48,370.7030,1.0000,.4243
16/06/2022,22,"505,272.0000",38.9845,"1,030.0000",.037849,437.0000,"3,085,333.0000",137.43,15.94,498.4566,1.0000,.4240
16/06/2022,23,"506,354.0000",40.9526,"1,082.0000",.037849,459.0000,"3,085,792.0000",137.39,15.67,464.5232,1.0000,.4236
17/06/2022,0,"507,345.0000",37.5084,991.0000,.037849,420.0000,"3,086,212.0000",137.60,15.62,464.5191,1.0000,.4239
17/06/2022,1,"508,313.0000",36.6378,968.0000,.037849,410.0000,"3,086,622.0000",137.74,15.82,393.7444,1.0000,.4244
17/06/2022,2,"509,334.0000",38.6438,"1,021.0000",.037849,433.0000,"3,087,055.0000",137.52,15.77,413.1097,1.0000,.4241
17/06/2022,3,"510,361.0000",38.8709,"1,027.0000",.037849,435.0000,"3,087,490.0000",137.62,15.58,451.5750,1.0000,.4183
17/06/2022,4,"511,285.0000",34.9725,924.0000,.037849,391.0000,"3,087,881.0000",137.84,15.70,419.9975,1.0000,.4241
17/06/2022,5,"512,200.0000",34.6318,915.0000,.037849,388.0000,"3,088,269.0000",137.70,15.81,369.4183,1.0000,.4233
17/06/2022,6,"513,094.0000",33.8370,894.0000,.037849,379.0000,"3,088,648.0000",137.80,16.14,387.6934,1.0000,.4250
17/06/2022,7,"514,013.0000",34.7832,919.0000,.037849,390.0000,"3,089,038.0000",137.64,16.03,360.6743,1.0000,.4236
17/06/2022,8,"514,995.0000",37.1677,982.0000,.037849,416.0000,"3,089,454.0000",137.65,15.69,347.9519,1.0000,.4236
17/06/2022,9,"515,904.0000",34.4047,909.0000,.037849,386.0000,"3,089,840.0000",137.58,16.20,376.1160,1.0000,.4251
17/06/2022,10,"516,807.0000",34.1776,903.0000,.037849,384.0000,"3,090,224.0000",137.57,16.63,387.6834,1.0000,.4253
17/06/2022,11,"517,796.0000",37.4327,989.0000,.037849,421.0000,"3,090,645.0000",137.22,16.55,423.5219,1.0000,.4250
17/06/2022,12,"518,700.0000",34.2155,904.0000,.037849,385.0000,"3,091,030.0000",137.42,16.88,420.0085,1.0000,.4254
17/06/2022,13,"519,585.0000",33.4964,885.0000,.037849,377.0000,"3,091,407.0000",137.50,17.02,387.7081,1.0000,.4258
17/06/2022,14,"520,499.0000",34.5940,914.0000,.037849,389.0000,"3,091,796.0000",137.50,16.94,413.1172,1.0000,.4260
