Date,Time,Acc. Corrected  Meter Reading (Sm3),Consumption (mmBtu),Consumption (Sm3),Calorific Value (MJ/Sm3),Consumption (m3),Acc. Uncorrected Meter Reading (m3),Pressure (kPa),Temperature (°C),Conversion Factor,Contractual Conversion Factor,Z Factor
17/06/2022,15,"521,389.0000",33.6856,890.0000,.037849,379.0000,"3,092,175.0000",137.57,17.01,417.2041,1.0000,.4243
17/06/2022,16,"522,298.0000",34.4047,909.0000,.037849,387.0000,"3,092,562.0000",137.51,16.85,387.6915,1.0000,.4256
17/06/2022,17,"523,250.0000",36.0322,952.0000,.037849,405.0000,"3,092,967.0000",137.51,16.69,381.8255,1.0000,.4253
17/06/2022,18,"524,225.0000",36.9028,975.0000,.037849,415.0000,"3,093,382.0000",137.40,16.59,354.1000,1.0000,.4253
17/06/2022,19,"525,121.0000",33.9127,896.0000,.037849,381.0000,"3,093,763.0000",137.55,16.59,381.7962,1.0000,.4250
17/06/2022,20,"526,092.0000",36.7514,971.0000,.037849,412.0000,"3,094,175.0000",137.56,16.13,370.8730,1.0000,.4246
17/06/2022,21,"527,025.0000",35.3131,933.0000,.037849,396.0000,"3,094,571.0000",137.65,16.01,358.3059,1.0000,.4220
17/06/2022,22,"527,972.0000",35.8430,947.0000,.037849,401.0000,"3,094,972.0000",137.72,15.80,381.8124,1.0000,.4244
17/06/2022,23,"528,906.0000",35.3510,934.0000,.037849,396.0000,"3,095,368.0000",137.93,15.96,370.4705,1.0000,.4250
18/06/2022,0,"529,765.0000",32.5123,859.0000,.037849,365.0000,"3,095,733.0000",137.80,16.76,412.9839,1.0000,.4254
18/06/2022,1,"530,722.0000",36.2215,957.0000,.037849,406.0000,"3,096,139.0000",137.72,16.29,420.0068,1.0000,.4246
18/06/2022,2,"531,630.0000",34.3669,908.0000,.037849,385.0000,"3,096,524.0000",138.04,16.33,443.0754,1.0000,.4243
18/06/2022,3,"532,484.0000",32.3230,854.0000,.037849,361.0000,"3,096,885.0000",138.62,16.25,370.0055,1.0000,.4237
18/06/2022,4,"533,338.0000",32.3230,854.0000,.037849,361.0000,"3,097,246.0000",138.54,16.05,342.6528,1.0000,.4195
18/06/2022,5,"534,207.0000",32.8908,869.0000,.037849,368.0000,"3,097,614.0000",138.13,16.11,354.3828,1.0000,.4229
18/06/2022,6,"535,132.0000",35.0103,925.0000,.037849,392.0000,"3,098,006.0000",137.99,16.07,322.6326,1.0000,.4197
18/06/2022,7,"535,997.0000",32.7394,865.0000,.037849,367.0000,"3,098,373.0000",138.03,16.49,359.4368,1.0000,.4241
18/06/2022,8,"536,865.0000",32.8529,868.0000,.037849,368.0000,"3,098,741.0000",137.99,16.43,376.0253,1.0000,.4250
18/06/2022,9,"537,806.0000",35.6159,941.0000,.037849,400.0000,"3,099,141.0000",137.62,16.50,429.8438,1.0000,.4256
18/06/2022,10,"538,876.0000",40.4984,"1,070.0000",.037849,456.0000,"3,099,597.0000",137.07,16.50,387.6884,1.0000,.4259
18/06/2022,11,"539,866.0000",37.4705,990.0000,.037849,421.0000,"3,100,018.0000",137.52,16.58,370.5795,1.0000,.4255
18/06/2022,12,"540,686.0000",31.0362,820.0000,.037849,348.0000,"3,100,366.0000",138.40,17.06,325.7388,1.0000,.4246
18/06/2022,13,"541,585.0000",34.0263,899.0000,.037849,382.0000,"3,100,748.0000",137.84,17.03,522.5811,1.0000,.4255
18/06/2022,14,"542,525.0000",35.5781,940.0000,.037849,400.0000,"3,101,148.0000",137.63,16.92,464.5087,1.0000,.4254
18/06/2022,15,"543,571.0000",39.5901,"1,046.0000",.037849,445.0000,"3,101,593.0000",137.46,16.58,360.0051,1.0000,.4255
18/06/2022,16,"544,412.0000",31.8310,841.0000,.037849,357.0000,"3,101,950.0000",138.47,16.99,393.6264,1.0000,.4260
18/06/2022,17,"545,315.0000",34.1776,903.0000,.037849,384.0000,"3,102,334.0000",137.60,16.68,393.7455,1.0000,.4249
18/06/2022,18,"546,330.0000",38.4167,"1,015.0000",.037849,431.0000,"3,102,765.0000",137.47,16.19,370.5925,1.0000,.4250
18/06/2022,19,"547,258.0000",35.1239,928.0000,.037849,394.0000,"3,103,159.0000",137.59,16.29,360.0042,1.0000,.4250
18/06/2022,20,"548,158.0000",34.0641,900.0000,.037849,382.0000,"3,103,541.0000",137.68,16.03,360.2876,1.0000,.4241
18/06/2022,21,"549,225.0000",40.3849,"1,067.0000",.037849,453.0000,"3,103,994.0000",137.06,15.61,419.8729,1.0000,.4237
18/06/2022,22,"550,155.0000",35.1996,930.0000,.037849,394.0000,"3,104,388.0000",137.69,15.71,420.0093,1.0000,.4240
18/06/2022,23,"551,076.0000",34.8589,921.0000,.037849,390.0000,"3,104,778.0000",137.68,15.74,400.1357,1.0000,.4241
19/06/2022,0,"552,032.0000",36.1836,956.0000,.037849,405.0000,"3,105,183.0000",137.64,15.62,387.6955,1.0000,.4239
19/06/2022,1,"552,988.0000",36.1836,956.0000,.037849,405.0000,"3,105,588.0000",137.63,15.60,385.4199,1.0000,.4231
19/06/2022,2,"553,887.0000",34.0263,899.0000,.037849,380.0000,"3,105,968.0000",138.11,15.52,347.0354,1.0000,.4184
19/06/2022,3,"554,786.0000",34.0263,899.0000,.037849,380.0000,"3,106,348.0000",138.10,15.55,413.4480,1.0000,.4237
19/06/2022,4,"555,721.0000",35.3888,935.0000,.037849,396.0000,"3,106,744.0000",137.72,15.47,429.8540,1.0000,.4233
19/06/2022,5,"556,635.0000",34.5940,914.0000,.037849,386.0000,"3,107,130.0000",137.97,15.27,374.6397,1.0000,.4214
19/06/2022,6,"557,486.0000",32.2095,851.0000,.037849,359.0000,"3,107,489.0000",138.52,15.55,355.7713,1.0000,.4220
19/06/2022,7,"558,348.0000",32.6258,862.0000,.037849,364.0000,"3,107,853.0000",138.49,15.63,338.0270,1.0000,.4203
19/06/2022,8,"559,217.0000",32.8908,869.0000,.037849,367.0000,"3,108,220.0000",138.45,15.59,354.6525,1.0000,.4222
19/06/2022,9,"560,116.0000",34.0263,899.0000,.037849,381.0000,"3,108,601.0000",137.80,16.20,393.7545,1.0000,.4252
19/06/2022,10,"561,118.0000",37.9247,"1,002.0000",.037849,427.0000,"3,109,028.0000",136.91,16.29,399.9957,1.0000,.4253
19/06/2022,11,"562,076.0000",36.2593,958.0000,.037849,407.0000,"3,109,435.0000",137.52,16.50,449.7027,1.0000,.4248
19/06/2022,12,"562,954.0000",33.2314,878.0000,.037849,373.0000,"3,109,808.0000",137.83,16.62,376.1137,1.0000,.4255
19/06/2022,13,"563,863.0000",34.4047,909.0000,.037849,387.0000,"3,110,195.0000",137.50,16.80,376.1137,1.0000,.4263
19/06/2022,14,"564,799.0000",35.4267,936.0000,.037849,398.0000,"3,110,593.0000",137.51,16.64,387.6921,1.0000,.4257
19/06/2022,15,"565,729.0000",35.1996,930.0000,.037849,396.0000,"3,110,989.0000",137.48,16.70,406.4546,1.0000,.4252
19/06/2022,16,"566,635.0000",34.2912,906.0000,.037849,385.0000,"3,111,374.0000",137.52,16.50,387.6871,1.0000,.4252
19/06/2022,17,"567,599.0000",36.4864,964.0000,.037849,409.0000,"3,111,783.0000",137.57,16.06,352.4425,1.0000,.4226
19/06/2022,18,"568,532.0000",35.3131,933.0000,.037849,396.0000,"3,112,179.0000",137.59,16.10,388.4286,1.0000,.4245
19/06/2022,19,"569,486.0000",36.1079,954.0000,.037849,405.0000,"3,112,584.0000",137.49,16.08,406.4585,1.0000,.4243
19/06/2022,20,"570,371.0000",33.4964,885.0000,.037849,375.0000,"3,112,959.0000",137.91,15.97,370.5955,1.0000,.4247
19/06/2022,21,"571,265.0000",33.8370,894.0000,.037849,379.0000,"3,113,338.0000",137.81,15.91,381.8109,1.0000,.4239
19/06/2022,22,"572,205.0000",35.5781,940.0000,.037849,399.0000,"3,113,737.0000",137.62,16.08,381.8112,1.0000,.4246
19/06/2022,23,"573,171.0000",36.5621,966.0000,.037849,409.0000,"3,114,146.0000",137.66,15.74,387.6945,1.0000,.4240
20/06/2022,0,"574,135.0000",36.4864,964.0000,.037849,409.0000,"3,114,555.0000",137.61,15.80,464.5119,1.0000,.4239
20/06/2022,1,"575,128.0000",37.5841,993.0000,.037849,420.0000,"3,114,975.0000",137.66,15.37,419.9966,1.0000,.4235
20/06/2022,2,"576,179.0000",39.7793,"1,051.0000",.037849,445.0000,"3,115,420.0000",137.53,15.29,530.9741,1.0000,.4228
20/06/2022,3,"577,175.0000",37.6976,996.0000,.037849,421.0000,"3,115,841.0000",137.74,15.11,393.7497,1.0000,.4237
20/06/2022,4,"578,322.0000",43.4128,"1,147.0000",.037849,486.0000,"3,116,327.0000",137.33,15.40,540.1649,1.0000,.4229
20/06/2022,5,"579,376.0000",39.8928,"1,054.0000",.037849,446.0000,"3,116,773.0000",137.46,15.10,639.2243,1.0000,.4276
20/06/2022,6,"580,381.0000",38.0382,"1,005.0000",.037849,425.0000,"3,117,198.0000",137.63,15.11,423.4305,1.0000,.4236
20/06/2022,7,"581,379.0000",37.7733,998.0000,.037849,423.0000,"3,117,621.0000",137.57,15.64,382.7231,1.0000,.4243
20/06/2022,8,"582,359.0000",37.0920,980.0000,.037849,416.0000,"3,118,037.0000",137.47,15.95,406.4576,1.0000,.4243
20/06/2022,9,"583,366.0000",38.1139,"1,007.0000",.037849,427.0000,"3,118,464.0000",137.61,15.81,370.5867,1.0000,.4243
20/06/2022,10,"584,392.0000",38.8331,"1,026.0000",.037849,435.0000,"3,118,899.0000",137.55,15.70,503.8351,1.0000,.4233
20/06/2022,11,"585,431.0000",39.3251,"1,039.0000",.037849,440.0000,"3,119,339.0000",137.52,15.38,450.1397,1.0000,.4233
20/06/2022,12,"586,424.0000",37.5841,993.0000,.037849,421.0000,"3,119,760.0000",137.47,15.73,457.1447,1.0000,.4240
20/06/2022,13,"587,397.0000",36.8271,973.0000,.037849,413.0000,"3,120,173.0000",137.52,16.03,399.8642,1.0000,.4243
20/06/2022,14,"588,350.0000",36.0701,953.0000,.037849,404.0000,"3,120,577.0000",137.55,15.86,393.7519,1.0000,.4245
20/06/2022,15,"589,269.0000",34.7832,919.0000,.037849,390.0000,"3,120,967.0000",137.60,15.99,378.5444,1.0000,.4207
20/06/2022,16,"590,259.0000",37.4705,990.0000,.037849,420.0000,"3,121,387.0000",137.52,15.80,419.8948,1.0000,.4242
20/06/2022,17,"591,292.0000",39.0980,"1,033.0000",.037849,438.0000,"3,121,825.0000",137.50,15.77,403.9118,1.0000,.4215
20/06/2022,18,"592,176.0000",33.4585,884.0000,.037849,375.0000,"3,122,200.0000",137.81,16.25,381.7641,1.0000,.4251
20/06/2022,19,"593,008.0000",31.4904,832.0000,.037849,352.0000,"3,122,552.0000",138.36,16.26,370.4678,1.0000,.4249
20/06/2022,20,"593,883.0000",33.1179,875.0000,.037849,371.0000,"3,122,923.0000",137.92,16.12,429.8478,1.0000,.4240
20/06/2022,21,"594,830.0000",35.8430,947.0000,.037849,401.0000,"3,123,324.0000",137.83,15.63,532.8221,1.0000,.4249
20/06/2022,22,"595,829.0000",37.8112,999.0000,.037849,422.0000,"3,123,746.0000",137.75,15.09,338.5497,1.0000,.4197
20/06/2022,23,"596,663.0000",31.5661,834.0000,.037849,352.0000,"3,124,098.0000",138.43,15.55,413.1107,1.0000,.4237
21/06/2022,0,"597,540.0000",33.1936,877.0000,.037849,371.0000,"3,124,469.0000",137.97,15.61,370.1763,1.0000,.4237
21/06/2022,1,"598,413.0000",33.0422,873.0000,.037849,370.0000,"3,124,839.0000",137.93,15.87,387.6959,1.0000,.4247
21/06/2022,2,"599,225.0000",30.7334,812.0000,.037849,343.0000,"3,125,182.0000",138.58,16.16,333.3532,1.0000,.4250
21/06/2022,3,"599,951.0000",27.4784,726.0000,.037849,306.0000,"3,125,488.0000",139.64,16.35,298.3271,1.0000,.4246
21/06/2022,4,"600,810.0000",32.5123,859.0000,.037849,364.0000,"3,125,852.0000",138.10,16.26,381.8228,1.0000,.4243
21/06/2022,5,"601,689.0000",33.2693,879.0000,.037849,372.0000,"3,126,224.0000",137.95,15.74,376.1265,1.0000,.4239
21/06/2022,6,"602,469.0000",29.5222,780.0000,.037849,329.0000,"3,126,553.0000",138.89,16.08,300.4706,1.0000,.4202
21/06/2022,7,"603,180.0000",26.9106,711.0000,.037849,299.0000,"3,126,852.0000",140.05,16.32,301.0776,1.0000,.4209
21/06/2022,8,"603,941.0000",28.8031,761.0000,.037849,321.0000,"3,127,173.0000",139.12,16.12,312.5556,1.0000,.4236
21/06/2022,9,"604,754.0000",30.7712,813.0000,.037849,345.0000,"3,127,518.0000",137.75,16.37,348.3865,1.0000,.4252
21/06/2022,10,"605,630.0000",33.1557,876.0000,.037849,372.0000,"3,127,890.0000",137.69,16.44,348.3806,1.0000,.4256
21/06/2022,11,"606,529.0000",34.0263,899.0000,.037849,382.0000,"3,128,272.0000",137.59,16.44,363.4966,1.0000,.4225
21/06/2022,12,"607,384.0000",32.3609,855.0000,.037849,363.0000,"3,128,635.0000",137.81,16.36,370.5328,1.0000,.4248
21/06/2022,13,"608,224.0000",31.7932,840.0000,.037849,357.0000,"3,128,992.0000",137.69,16.51,354.1015,1.0000,.4250
21/06/2022,14,"608,997.0000",29.2573,773.0000,.037849,327.0000,"3,129,319.0000",138.68,16.50,335.8503,1.0000,.4230
21/06/2022,15,"609,888.0000",33.7235,891.0000,.037849,378.0000,"3,129,697.0000",137.78,16.28,365.2244,1.0000,.4254
21/06/2022,16,"610,736.0000",32.0960,848.0000,.037849,360.0000,"3,130,057.0000",137.89,16.55,354.2154,1.0000,.4256
21/06/2022,17,"611,572.0000",31.6418,836.0000,.037849,355.0000,"3,130,412.0000",137.80,16.63,337.2386,1.0000,.4242
21/06/2022,18,"612,424.0000",32.2473,852.0000,.037849,361.0000,"3,130,773.0000",138.09,16.19,323.6409,1.0000,.4211
21/06/2022,19,"613,217.0000",30.0143,793.0000,.037849,335.0000,"3,131,108.0000",138.89,16.30,320.3026,1.0000,.4203
21/06/2022,20,"614,009.0000",29.9764,792.0000,.037849,335.0000,"3,131,443.0000",138.70,16.33,342.8547,1.0000,.4227
21/06/2022,21,"614,810.0000",30.3170,801.0000,.037849,339.0000,"3,131,782.0000",138.45,16.34,320.1332,1.0000,.4241
21/06/2022,22,"615,629.0000",30.9983,819.0000,.037849,347.0000,"3,132,129.0000",138.22,16.37,381.7190,1.0000,.4244
21/06/2022,23,"616,438.0000",30.6198,809.0000,.037849,342.0000,"3,132,471.0000",138.50,16.23,370.5925,1.0000,.4247
22/06/2022,0,"617,264.0000",31.2633,826.0000,.037849,350.0000,"3,132,821.0000",138.32,16.24,334.1367,1.0000,.4243
22/06/2022,1,"618,038.0000",29.2951,774.0000,.037849,326.0000,"3,133,147.0000",139.33,16.19,316.9868,1.0000,.4194
22/06/2022,2,"618,795.0000",28.6517,757.0000,.037849,319.0000,"3,133,466.0000",139.44,16.25,317.8966,1.0000,.4222
22/06/2022,3,"619,618.0000",31.1497,823.0000,.037849,348.0000,"3,133,814.0000",138.44,16.15,323.1416,1.0000,.4207
22/06/2022,4,"620,411.0000",30.0143,793.0000,.037849,335.0000,"3,134,149.0000",139.02,16.33,334.3873,1.0000,.4227
22/06/2022,5,"621,210.0000",30.2414,799.0000,.037849,338.0000,"3,134,487.0000",138.67,16.47,375.8162,1.0000,.4246
22/06/2022,6,"622,047.0000",31.6796,837.0000,.037849,355.0000,"3,134,842.0000",138.15,16.57,387.3922,1.0000,.4246
22/06/2022,7,"622,886.0000",31.7553,839.0000,.037849,356.0000,"3,135,198.0000",138.02,16.53,360.0051,1.0000,.4251
22/06/2022,8,"623,770.0000",33.4585,884.0000,.037849,375.0000,"3,135,573.0000",137.97,16.39,394.0542,1.0000,.4247
22/06/2022,9,"624,613.0000",31.9067,843.0000,.037849,358.0000,"3,135,931.0000",137.81,16.70,354.0969,1.0000,.4261
22/06/2022,10,"625,480.0000",32.8151,867.0000,.037849,369.0000,"3,136,300.0000",137.57,16.92,328.3733,1.0000,.4254
22/06/2022,11,"626,273.0000",30.0143,793.0000,.037849,337.0000,"3,136,637.0000",138.03,17.09,334.2443,1.0000,.4217
22/06/2022,12,"626,986.0000",26.9863,713.0000,.037849,302.0000,"3,136,939.0000",139.07,17.28,291.4684,1.0000,.4264
22/06/2022,13,"627,694.0000",26.7971,708.0000,.037849,301.0000,"3,137,240.0000",138.66,17.58,289.4141,1.0000,.4228
22/06/2022,14,"628,384.0000",26.1158,690.0000,.037849,293.0000,"3,137,533.0000",138.94,18.06,303.5151,1.0000,.4266
22/06/2022,15,"629,078.0000",26.2672,694.0000,.037849,295.0000,"3,137,828.0000",138.84,18.02,284.3779,1.0000,.4241
22/06/2022,16,"629,761.0000",25.8509,683.0000,.037849,290.0000,"3,138,118.0000",139.08,17.99,292.5713,1.0000,.4235
22/06/2022,17,"630,457.0000",26.3429,696.0000,.037849,295.0000,"3,138,413.0000",139.11,17.76,291.6855,1.0000,.4270
22/06/2022,18,"631,108.0000",24.6397,651.0000,.037849,276.0000,"3,138,689.0000",139.86,18.19,303.2761,1.0000,.4260
22/06/2022,19,"631,759.0000",24.6397,651.0000,.037849,275.0000,"3,138,964.0000",139.90,17.76,309.2985,1.0000,.4236
22/06/2022,20,"632,517.0000",28.6895,758.0000,.037849,321.0000,"3,139,285.0000",138.74,16.87,315.6602,1.0000,.4229
22/06/2022,21,"633,280.0000",28.8788,763.0000,.037849,323.0000,"3,139,608.0000",138.94,16.71,337.5053,1.0000,.4256
22/06/2022,22,"634,083.0000",30.3927,803.0000,.037849,340.0000,"3,139,948.0000",138.45,16.57,309.2891,1.0000,.4224
22/06/2022,23,"634,838.0000",28.5760,755.0000,.037849,319.0000,"3,140,267.0000",139.25,16.67,315.1117,1.0000,.4239
23/06/2022,0,"635,599.0000",28.8031,761.0000,.037849,322.0000,"3,140,589.0000",138.81,16.86,334.1279,1.0000,.4242
23/06/2022,1,"636,261.0000",25.0560,662.0000,.037849,279.0000,"3,140,868.0000",140.03,17.08,308.5675,1.0000,.4218
23/06/2022,2,"636,927.0000",25.2074,666.0000,.037849,281.0000,"3,141,149.0000",139.90,17.09,316.1661,1.0000,.4207
23/06/2022,3,"637,578.0000",24.6397,651.0000,.037849,274.0000,"3,141,423.0000",140.37,17.09,264.7009,1.0000,.4209
23/06/2022,4,"638,281.0000",26.6078,703.0000,.037849,297.0000,"3,141,720.0000",139.77,17.18,276.9231,1.0000,.4208
23/06/2022,5,"638,951.0000",25.3588,670.0000,.037849,282.0000,"3,142,002.0000",140.37,17.16,311.3300,1.0000,.4228
23/06/2022,6,"639,630.0000",25.6995,679.0000,.037849,286.0000,"3,142,288.0000",139.93,16.97,260.8637,1.0000,.4205
23/06/2022,7,"640,269.0000",24.1855,639.0000,.037849,269.0000,"3,142,557.0000",140.25,17.00,257.1495,1.0000,.4209
23/06/2022,8,"640,980.0000",26.9106,711.0000,.037849,301.0000,"3,142,858.0000",139.19,17.21,296.9284,1.0000,.4248
23/06/2022,9,"641,724.0000",28.1597,744.0000,.037849,317.0000,"3,143,175.0000",138.12,17.67,327.1615,1.0000,.4278
23/06/2022,10,"642,448.0000",27.4027,724.0000,.037849,309.0000,"3,143,484.0000",138.11,18.26,332.3087,1.0000,.4281
23/06/2022,11,"643,229.0000",29.5601,781.0000,.037849,333.0000,"3,143,817.0000",137.71,17.77,339.9748,1.0000,.4208
23/06/2022,12,"643,987.0000",28.6895,758.0000,.037849,322.0000,"3,144,139.0000",138.37,17.22,299.5364,1.0000,.4215
23/06/2022,13,"644,733.0000",28.2354,746.0000,.037849,318.0000,"3,144,457.0000",138.13,17.93,310.2714,1.0000,.4267
23/06/2022,14,"645,485.0000",28.4624,752.0000,.037849,321.0000,"3,144,778.0000",137.88,18.31,307.1252,1.0000,.4256
23/06/2022,15,"646,220.0000",27.8190,735.0000,.037849,313.0000,"3,145,091.0000",138.45,18.13,311.0956,1.0000,.4237
23/06/2022,16,"647,008.0000",29.8250,788.0000,.037849,335.0000,"3,145,426.0000",138.15,17.32,327.2766,1.0000,.4265
23/06/2022,17,"647,751.0000",28.1218,743.0000,.037849,315.0000,"3,145,741.0000",139.08,17.29,294.6253,1.0000,.4212
23/06/2022,18,"648,453.0000",26.5700,702.0000,.037849,296.0000,"3,146,037.0000",140.02,17.24,293.6478,1.0000,.4226
23/06/2022,19,"649,188.0000",27.8190,735.0000,.037849,311.0000,"3,146,348.0000",139.43,17.28,289.4163,1.0000,.4223
23/06/2022,20,"649,884.0000",26.3429,696.0000,.037849,294.0000,"3,146,642.0000",139.86,17.62,323.9049,1.0000,.4261
23/06/2022,21,"650,645.0000",28.8031,761.0000,.037849,323.0000,"3,146,965.0000",138.58,17.52,308.0892,1.0000,.4222
23/06/2022,22,"651,364.0000",27.2134,719.0000,.037849,304.0000,"3,147,269.0000",139.80,17.44,326.2457,1.0000,.4252
23/06/2022,23,"652,142.0000",29.4465,778.0000,.037849,330.0000,"3,147,599.0000",138.78,17.24,329.0651,1.0000,.4246
24/06/2022,0,"652,924.0000",29.5979,782.0000,.037849,331.0000,"3,147,930.0000",138.88,17.01,323.3962,1.0000,.4226
24/06/2022,1,"653,665.0000",28.0461,741.0000,.037849,313.0000,"3,148,243.0000",139.57,17.11,272.7280,1.0000,.4209
24/06/2022,2,"654,392.0000",27.5162,727.0000,.037849,307.0000,"3,148,550.0000",139.60,17.17,308.5701,1.0000,.4209
24/06/2022,3,"655,096.0000",26.6457,704.0000,.037849,297.0000,"3,148,847.0000",140.23,17.28,281.2518,1.0000,.4209
24/06/2022,4,"655,776.0000",25.7373,680.0000,.037849,286.0000,"3,149,133.0000",140.43,17.18,285.7185,1.0000,.4208
24/06/2022,5,"656,441.0000",25.1696,665.0000,.037849,280.0000,"3,149,413.0000",140.43,17.31,281.0341,1.0000,.4217
24/06/2022,6,"657,119.0000",25.6616,678.0000,.037849,286.0000,"3,149,699.0000",140.38,17.43,300.0000,1.0000,.4210
24/06/2022,7,"657,838.0000",27.2134,719.0000,.037849,303.0000,"3,150,002.0000",139.97,17.09,293.7035,1.0000,.4206
24/06/2022,8,"658,649.0000",30.6955,811.0000,.037849,344.0000,"3,150,346.0000",138.33,16.95,354.0885,1.0000,.4257
24/06/2022,9,"659,418.0000",29.1059,769.0000,.037849,327.0000,"3,150,673.0000",138.30,17.22,317.6433,1.0000,.4249
24/06/2022,10,"660,178.0000",28.7652,760.0000,.037849,324.0000,"3,150,997.0000",138.04,17.84,326.2443,1.0000,.4258
24/06/2022,11,"660,912.0000",27.7812,734.0000,.037849,312.0000,"3,151,309.0000",138.74,17.95,317.7493,1.0000,.4240
24/06/2022,12,"661,630.0000",27.1756,718.0000,.037849,305.0000,"3,151,614.0000",138.95,18.19,307.6045,1.0000,.4244
24/06/2022,13,"662,352.0000",27.3270,722.0000,.037849,307.0000,"3,151,921.0000",138.82,18.23,312.7907,1.0000,.4275
24/06/2022,14,"663,128.0000",29.3708,776.0000,.037849,331.0000,"3,152,252.0000",138.01,17.88,337.4979,1.0000,.4274
24/06/2022,15,"663,873.0000",28.1975,745.0000,.037849,317.0000,"3,152,569.0000",138.56,18.16,301.6939,1.0000,.4235
24/06/2022,16,"664,598.0000",27.4405,725.0000,.037849,308.0000,"3,152,877.0000",139.13,18.00,312.3176,1.0000,.4217
24/06/2022,17,"665,407.0000",30.6198,809.0000,.037849,345.0000,"3,153,222.0000",137.72,17.66,359.9957,1.0000,.4265
24/06/2022,18,"666,224.0000",30.9226,817.0000,.037849,348.0000,"3,153,570.0000",137.78,17.34,324.4141,1.0000,.4253
24/06/2022,19,"666,960.0000",27.8569,736.0000,.037849,311.0000,"3,153,881.0000",139.61,17.29,290.0934,1.0000,.4207
24/06/2022,20,"667,776.0000",30.8848,816.0000,.037849,346.0000,"3,154,227.0000",138.30,16.76,353.8194,1.0000,.4197
24/06/2022,21,"668,608.0000",31.4904,832.0000,.037849,353.0000,"3,154,580.0000",138.06,16.44,360.0034,1.0000,.4251
24/06/2022,22,"669,427.0000",30.9983,819.0000,.037849,347.0000,"3,154,927.0000",138.32,16.59,339.6317,1.0000,.4253
24/06/2022,23,"670,216.0000",29.8629,789.0000,.037849,334.0000,"3,155,261.0000",138.81,16.70,337.2367,1.0000,.4247
25/06/2022,0,"671,103.0000",33.5721,887.0000,.037849,376.0000,"3,155,637.0000",138.04,16.32,309.7774,1.0000,.4216
25/06/2022,1,"671,887.0000",29.6736,784.0000,.037849,331.0000,"3,155,968.0000",138.94,16.50,320.6317,1.0000,.4200
25/06/2022,2,"672,670.0000",29.6358,783.0000,.037849,331.0000,"3,156,299.0000",139.01,16.41,335.9064,1.0000,.4230
25/06/2022,3,"673,459.0000",29.8629,789.0000,.037849,334.0000,"3,156,633.0000",138.67,16.79,310.9844,1.0000,.4239
25/06/2022,4,"674,232.0000",29.2573,773.0000,.037849,327.0000,"3,156,960.0000",139.01,16.83,300.0000,1.0000,.4202
25/06/2022,5,"674,963.0000",27.6676,731.0000,.037849,308.0000,"3,157,268.0000",139.94,16.78,304.4621,1.0000,.4206
25/06/2022,6,"675,730.0000",29.0302,767.0000,.037849,324.0000,"3,157,592.0000",139.33,16.80,323.1423,1.0000,.4251
25/06/2022,7,"676,457.0000",27.5162,727.0000,.037849,306.0000,"3,157,898.0000",140.15,16.93,318.8910,1.0000,.4249
25/06/2022,8,"677,181.0000",27.4027,724.0000,.037849,306.0000,"3,158,204.0000",139.56,17.32,308.4721,1.0000,.4238
25/06/2022,9,"677,924.0000",28.1218,743.0000,.037849,315.0000,"3,158,519.0000",138.88,17.34,313.5328,1.0000,.4237
25/06/2022,10,"678,725.0000",30.3170,801.0000,.037849,341.0000,"3,158,860.0000",137.96,17.29,370.6487,1.0000,.4262
25/06/2022,11,"679,578.0000",32.2852,853.0000,.037849,363.0000,"3,159,223.0000",137.65,17.11,330.7491,1.0000,.4227
25/06/2022,12,"680,381.0000",30.3927,803.0000,.037849,342.0000,"3,159,565.0000",137.88,17.44,343.6643,1.0000,.4261
25/06/2022,13,"681,208.0000",31.3011,827.0000,.037849,352.0000,"3,159,917.0000",137.75,17.16,354.1268,1.0000,.4257
25/06/2022,14,"682,033.0000",31.2254,825.0000,.037849,351.0000,"3,160,268.0000",138.08,17.11,300.0042,1.0000,.4215
25/06/2022,15,"682,747.0000",27.0242,714.0000,.037849,302.0000,"3,160,570.0000",139.57,17.65,303.5072,1.0000,.4220
25/06/2022,16,"683,432.0000",25.9266,685.0000,.037849,289.0000,"3,160,859.0000",140.15,17.33,286.1551,1.0000,.4221
25/06/2022,17,"684,125.0000",26.2294,693.0000,.037849,292.0000,"3,161,151.0000",139.97,17.22,296.1680,1.0000,.4225
25/06/2022,18,"684,848.0000",27.3648,723.0000,.037849,306.0000,"3,161,457.0000",139.37,17.12,307.3666,1.0000,.4217
25/06/2022,19,"685,598.0000",28.3868,750.0000,.037849,317.0000,"3,161,774.0000",139.05,16.90,360.0051,1.0000,.4253
25/06/2022,20,"686,401.0000",30.3927,803.0000,.037849,340.0000,"3,162,114.0000",138.48,16.42,341.7638,1.0000,.4238
25/06/2022,21,"687,229.0000",31.3390,828.0000,.037849,351.0000,"3,162,465.0000",138.13,16.30,359.9958,1.0000,.4247
25/06/2022,22,"688,070.0000",31.8310,841.0000,.037849,356.0000,"3,162,821.0000",138.08,16.19,348.9357,1.0000,.4249
25/06/2022,23,"688,824.0000",28.5381,754.0000,.037849,318.0000,"3,163,139.0000",139.69,16.47,307.8514,1.0000,.4203
26/06/2022,0,"689,639.0000",30.8469,815.0000,.037849,344.0000,"3,163,483.0000",138.85,16.26,332.0558,1.0000,.4202
26/06/2022,1,"690,409.0000",29.1437,770.0000,.037849,325.0000,"3,163,808.0000",139.20,16.44,370.5952,1.0000,.4249
